,season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight,player_salary,number of games missed
4591,12-13,Tyreke Evans,SAC,65,31.0,82,20.7,6-6,220,5,17
4592,13-14,Tyreke Evans,NOP,72,28.2,82,12.2,6-6,220,11,10
4593,14-15,Tyreke Evans,NOP,79,34.0,82,3.7,6-6,220,11,3
4594,15-16,Tyreke Evans,NOP,25,30.6,82,69.5,6-6,220,10,57
4595,16-17,Tyreke Evans,SAC,40,19.7,82,51.2,6-6,220,10,42
4596,17-18,Tyreke Evans,MEM,52,30.9,82,36.6,6-6,220,3,30
4597,09-10,Wayne Ellington,MIN,76,18.2,82,7.3,6-5,200,1,6
4598,10-11,Wayne Ellington,MIN,62,19.1,82,24.4,6-5,200,1,20
4599,11-12,Wayne Ellington,MIN,51,19.1,66,22.7,6-5,200,1,15
4600,12-13,Wayne Ellington,CLE,78,21.3,82,4.9,6-5,200,2,4
4601,14-15,Wayne Ellington,LAL,65,25.8,82,20.7,6-5,200,1,17
4602,15-16,Wayne Ellington,BRK,76,21.2,82,7.3,6-5,200,1,6
4603,16-17,Wayne Ellington,MIA,62,24.2,82,24.4,6-5,200,6,20
4604,17-18,Wayne Ellington,MIA,77,26.5,82,6.1,6-5,200,6,5
4605,09-10,Wesley Matthews,UTA,82,24.7,82,0.0,6-5,220,0,0
4606,10-11,Wesley Matthews,POR,82,33.6,82,0.0,6-5,220,5,0
4607,11-12,Wesley Matthews,POR,66,33.8,66,0.0,6-5,220,6,0
4608,12-13,Wesley Matthews,POR,69,34.8,82,15.9,6-5,220,6,13
4609,13-14,Wesley Matthews,POR,82,33.9,82,0.0,6-5,220,6,0
4610,14-15,Wesley Matthews,POR,60,33.7,82,26.8,6-5,220,7,22
4611,15-16,Wesley Matthews,DAL,78,33.9,82,4.9,6-5,220,16,4
4612,16-17,Wesley Matthews,DAL,73,34.2,82,11.0,6-5,220,17,9
4613,17-18,Wesley Matthews,DAL,63,33.8,82,23.2,6-5,220,17,19
4614,10-11,Al-Farouq Aminu,LAC,81,17.9,82,1.2,6-9,220,2,1
4615,11-12,Al-Farouq Aminu,NOP,66,22.4,66,0.0,6-9,220,2,0
4616,12-13,Al-Farouq Aminu,NOP,76,27.2,82,7.3,6-9,220,2,6
4617,13-14,Al-Farouq Aminu,NOP,80,25.6,82,2.4,6-9,220,3,2
4618,14-15,Al-Farouq Aminu,DAL,74,18.5,82,9.8,6-9,220,0,8
4619,15-16,Al-Farouq Aminu,POR,82,28.5,82,0.0,6-9,220,8,0
4620,16-17,Al-Farouq Aminu,POR,61,29.1,82,25.6,6-9,220,7,21
4621,17-18,Al-Farouq Aminu,POR,69,30.0,82,15.9,6-9,220,7,13
4622,10-11,Alonzo Gee,CLE,56,20.0,82,31.7,6-6,225,0,26
4623,11-12,Alonzo Gee,CLE,63,29.0,66,4.5,6-6,225,0,3
4624,12-13,Alonzo Gee,CLE,82,31.0,82,0.0,6-6,225,3,0
4625,13-14,Alonzo Gee,CLE,65,15.7,82,20.7,6-6,225,3,17
4626,14-15,Alonzo Gee,POR,54,12.2,82,34.1,6-6,225,1,28
4627,15-16,Alonzo Gee,NOP,73,22.4,82,11.0,6-6,225,1,9
4628,10-11,Blake Griffin,LAC,82,37.9,82,0.0,6-10,250,5,0
4629,11-12,Blake Griffin,LAC,66,36.2,66,0.0,6-10,250,5,0
4630,12-13,Blake Griffin,LAC,80,32.5,82,2.4,6-10,250,7,2
4631,13-14,Blake Griffin,LAC,80,35.8,82,2.4,6-10,250,16,2
4632,14-15,Blake Griffin,LAC,67,35.2,82,18.3,6-10,250,17,15
4633,15-16,Blake Griffin,LAC,35,33.4,82,57.3,6-10,250,18,47
4634,16-17,Blake Griffin,LAC,61,34.0,82,25.6,6-10,250,20,21
4635,17-18,Blake Griffin,DET,58,34.0,82,29.3,6-10,250,29,24
4636,10-11,Cartier Martin,WAS,52,10.4,82,36.6,6-7,220,0,30
4637,12-13,Cartier Martin,WAS,41,16.9,82,50.0,6-7,220,0,41
4638,13-14,Cartier Martin,ATL,59,14.7,82,28.0,6-7,220,1,23
4639,10-11,Christian Eyenga,CLE,44,21.5,82,46.3,6-5,210,1,38
4640,10-11,DeMarcus Cousins,SAC,81,28.5,82,1.2,6-11,270,3,1
4641,11-12,DeMarcus Cousins,SAC,64,30.5,66,3.0,6-11,270,3,2
4642,12-13,DeMarcus Cousins,SAC,75,30.5,82,8.5,6-11,270,3,7
4643,13-14,DeMarcus Cousins,SAC,71,32.4,82,13.4,6-11,270,4,11
4644,14-15,DeMarcus Cousins,SAC,59,34.1,82,28.0,6-11,270,13,23
4645,15-16,DeMarcus Cousins,SAC,65,34.6,82,20.7,6-11,270,14,17
4646,16-17,DeMarcus Cousins,NOP,72,34.2,82,12.2,6-11,270,15,10
4647,17-18,DeMarcus Cousins,NOP,48,36.2,82,41.5,6-11,270,18,34
4648,10-11,Derrick Favors,UTA,78,19.7,82,4.9,6-10,265,4,4
4649,11-12,Derrick Favors,UTA,65,21.2,66,1.5,6-10,265,4,1
4650,12-13,Derrick Favors,UTA,77,23.2,82,6.1,6-10,265,4,5
4651,13-14,Derrick Favors,UTA,73,30.2,82,11.0,6-10,265,6,9
4652,14-15,Derrick Favors,UTA,74,30.8,82,9.8,6-10,265,12,8
4653,15-16,Derrick Favors,UTA,62,32.0,82,24.4,6-10,265,12,20
4654,16-17,Derrick Favors,UTA,50,23.7,82,39.0,6-10,265,11,32
4655,17-18,Derrick Favors,UTA,77,28.0,82,6.1,6-10,265,12,5
4656,10-11,Ed Davis,TOR,65,24.6,82,20.7,6-10,225,1,17
4657,11-12,Ed Davis,TOR,66,23.2,66,0.0,6-10,225,2,0
4658,12-13,Ed Davis,MEM,81,20.1,82,1.2,6-10,225,2,1
4659,13-14,Ed Davis,MEM,63,15.2,82,23.2,6-10,225,3,19
4660,14-15,Ed Davis,LAL,79,23.3,82,3.7,6-10,225,0,3
4661,15-16,Ed Davis,POR,81,20.8,82,1.2,6-10,225,6,1
4662,16-17,Ed Davis,POR,46,17.2,82,43.9,6-10,225,6,36
4663,17-18,Ed Davis,POR,78,18.9,82,4.9,6-10,225,6,4
4664,10-11,Ekpe Udoh,GSW,58,17.8,82,29.3,6-10,245,3,24
4665,11-12,Ekpe Udoh,MIL,61,21.1,66,7.6,6-10,245,3,5
4666,12-13,Ekpe Udoh,MIL,76,17.3,82,7.3,6-10,245,3,6
4667,13-14,Ekpe Udoh,MIL,42,19.1,82,48.8,6-10,245,4,40
4668,17-18,Ekpe Udoh,UTA,63,12.8,82,23.2,6-10,245,3,19
4669,10-11,Eric Bledsoe,LAC,81,22.7,82,1.2,6-1,205,1,1
4670,11-12,Eric Bledsoe,LAC,40,11.6,66,39.4,6-1,205,1,26
4671,12-13,Eric Bledsoe,LAC,76,20.4,82,7.3,6-1,205,1,6
4672,13-14,Eric Bledsoe,PHX,43,32.9,82,47.6,6-1,205,2,39
4673,14-15,Eric Bledsoe,PHX,81,34.6,82,1.2,6-1,205,13,1
4674,15-16,Eric Bledsoe,PHX,31,34.2,82,62.2,6-1,205,13,51
4675,16-17,Eric Bledsoe,PHX,66,33.0,82,19.5,6-1,205,13,16
4676,17-18,Eric Bledsoe,MIL,74,31.4,82,9.8,6-1,205,14,8
4677,10-11,Evan Turner,PHI,78,23.0,82,4.9,6-7,220,4,4
4678,11-12,Evan Turner,PHI,65,26.3,66,1.5,6-7,220,4,1
4679,12-13,Evan Turner,PHI,82,35.3,82,0.0,6-7,220,5,0
4680,13-14,Evan Turner,IND,81,30.3,82,1.2,6-7,220,6,1
4681,14-15,Evan Turner,BOS,82,27.6,82,0.0,6-7,220,3,0
4682,15-16,Evan Turner,BOS,81,28.0,82,1.2,6-7,220,3,1
4683,16-17,Evan Turner,POR,65,25.5,82,20.7,6-7,220,16,17
4684,17-18,Evan Turner,POR,79,25.7,82,3.7,6-7,220,17,3
4685,10-11,Gary Forbes,DEN,63,12.6,82,23.2,6-7,220,0,19
4686,11-12,Gary Forbes,TOR,48,14.9,66,27.3,6-7,220,1,18
4687,10-11,Gary Neal,SAS,80,21.1,82,2.4,6-4,210,0,2
4688,11-12,Gary Neal,SAS,56,21.5,66,15.2,6-4,210,0,10
4689,12-13,Gary Neal,SAS,68,21.8,82,17.1,6-4,210,0,14
4690,13-14,Gary Neal,CHA,52,21.4,82,36.6,6-4,210,3,30
4691,14-15,Gary Neal,MIN,54,22.1,82,34.1,6-4,210,3,28
4692,15-16,Gary Neal,WAS,40,20.2,82,51.2,6-4,210,2,42
4693,10-11,Gerald Henderson,CHA,68,24.4,82,17.1,6-2,175,2,14
4694,10-11,Gerald Henderson,CHA,68,24.4,82,17.1,6-5,215,2,14
4695,11-12,Gerald Henderson,CHA,55,33.3,66,16.7,6-2,175,2,11
4696,11-12,Gerald Henderson,CHA,55,33.3,66,16.7,6-5,215,2,11
4697,12-13,Gerald Henderson,CHA,68,31.4,82,17.1,6-2,175,3,14
4698,12-13,Gerald Henderson,CHA,68,31.4,82,17.1,6-5,215,3,14
4699,13-14,Gerald Henderson,CHA,77,32.0,82,6.1,6-2,175,6,5
4700,13-14,Gerald Henderson,CHA,77,32.0,82,6.1,6-5,215,6,5
4701,14-15,Gerald Henderson,CHA,80,28.9,82,2.4,6-2,175,6,2
4702,14-15,Gerald Henderson,CHA,80,28.9,82,2.4,6-5,215,6,2
4703,15-16,Gerald Henderson,POR,72,19.9,82,12.2,6-2,175,6,10
4704,15-16,Gerald Henderson,POR,72,19.9,82,12.2,6-5,215,6,10
4705,16-17,Gerald Henderson,PHI,72,23.2,82,12.2,6-2,175,9,10
4706,16-17,Gerald Henderson,PHI,72,23.2,82,12.2,6-5,215,9,10
4707,10-11,Gordon Hayward,UTA,72,16.9,82,12.2,6-8,225,2,10
4708,11-12,Gordon Hayward,UTA,66,30.5,66,0.0,6-8,225,2,0
4709,12-13,Gordon Hayward,UTA,72,29.2,82,12.2,6-8,225,2,10
4710,13-14,Gordon Hayward,UTA,77,36.4,82,6.1,6-8,225,3,5
4711,14-15,Gordon Hayward,UTA,76,34.4,82,7.3,6-8,225,14,6
4712,15-16,Gordon Hayward,UTA,80,36.2,82,2.4,6-8,225,15,2
4713,16-17,Gordon Hayward,UTA,73,34.5,82,11.0,6-8,225,16,9
4714,10-11,Greg Monroe,DET,80,27.8,82,2.4,6-11,185,2,2
4715,11-12,Greg Monroe,DET,66,31.5,66,0.0,6-11,185,3,0
4716,12-13,Greg Monroe,DET,81,33.2,82,1.2,6-11,185,3,1
4717,13-14,Greg Monroe,DET,82,32.8,82,0.0,6-11,185,4,0
4718,14-15,Greg Monroe,DET,69,31.0,82,15.9,6-11,185,5,13
4719,15-16,Greg Monroe,MIL,79,29.3,82,3.7,6-11,185,16,3
4720,16-17,Greg Monroe,MIL,81,22.5,82,1.2,6-11,185,17,1
4721,17-18,Greg Monroe,BOS,51,20.4,82,37.8,6-11,185,21,31
4722,10-11,Greivis Vasquez,MEM,70,12.3,82,14.6,6-6,217,1,12
4723,11-12,Greivis Vasquez,NOP,66,25.8,66,0.0,6-6,217,1,0
4724,12-13,Greivis Vasquez,NOP,78,34.4,82,4.9,6-6,217,1,4
4725,13-14,Greivis Vasquez,TOR,79,22.5,82,3.7,6-6,217,2,3
4726,14-15,Greivis Vasquez,TOR,82,24.3,82,0.0,6-6,217,6,0
4727,10-11,Ian Mahinmi,DAL,56,8.7,82,31.7,6-11,262,0,26
4728,11-12,Ian Mahinmi,DAL,61,18.7,66,7.6,6-11,262,0,5
4729,12-13,Ian Mahinmi,IND,80,16.5,82,2.4,6-11,262,4,2
4730,13-14,Ian Mahinmi,IND,77,16.2,82,6.1,6-11,262,4,5
4731,14-15,Ian Mahinmi,IND,61,18.8,82,25.6,6-11,262,4,21
4732,15-16,Ian Mahinmi,IND,71,25.6,82,13.4,6-11,262,4,11
4733,16-17,Ian Mahinmi,WAS,31,17.9,82,62.2,6-11,262,16,51
4734,17-18,Ian Mahinmi,WAS,77,14.9,82,6.1,6-11,262,16,5
4735,10-11,Joey Dorsey,TOR,43,12.1,82,47.6,6-8,268,0,39
4736,14-15,Joey Dorsey,HOU,69,12.4,82,15.9,6-8,268,0,13
4737,10-11,John Wall,WAS,69,37.8,82,15.9,6-4,210,5,13
4738,11-12,John Wall,WAS,66,36.2,66,0.0,6-4,210,5,0
4739,12-13,John Wall,WAS,49,32.7,82,40.2,6-4,210,5,33
4740,13-14,John Wall,WAS,82,36.3,82,0.0,6-4,210,7,0
4741,14-15,John Wall,WAS,79,35.9,82,3.7,6-4,210,13,3
4742,15-16,John Wall,WAS,77,36.2,82,6.1,6-4,210,14,5
4743,16-17,John Wall,WAS,78,36.4,82,4.9,6-4,210,15,4
4744,17-18,John Wall,WAS,41,34.4,82,50.0,6-4,210,18,41
4745,10-11,Jordan Crawford,WAS,42,24.4,82,48.8,6-4,195,1,40
4746,11-12,Jordan Crawford,WAS,64,27.4,66,3.0,6-4,195,1,2
4747,12-13,Jordan Crawford,BOS,70,24.4,82,14.6,6-4,195,1,12
4748,13-14,Jordan Crawford,GSW,81,23.0,82,1.2,6-4,195,2,1
4749,10-11,Kevin Seraphin,WAS,58,10.9,82,29.3,6-9,285,1,24
4750,11-12,Kevin Seraphin,WAS,57,20.6,66,13.6,6-9,285,1,9
4751,12-13,Kevin Seraphin,WAS,79,21.8,82,3.7,6-9,285,1,3
4752,13-14,Kevin Seraphin,WAS,53,10.9,82,35.4,6-9,285,2,29
4753,14-15,Kevin Seraphin,WAS,79,15.6,82,3.7,6-9,285,3,3
4754,15-16,Kevin Seraphin,NYK,48,11.0,82,41.5,6-9,285,2,34
4755,16-17,Kevin Seraphin,IND,49,11.4,82,40.2,6-9,285,1,33
4756,10-11,Landry Fields,NYK,82,31.0,82,0.0,6-7,210,0,0
4757,11-12,Landry Fields,NYK,66,28.7,66,0.0,6-7,210,0,0
4758,12-13,Landry Fields,TOR,51,20.3,82,37.8,6-7,210,5,31
4759,10-11,Larry Sanders,MIL,60,14.5,82,26.8,6-11,235,1,22
4760,11-12,Larry Sanders,MIL,52,12.4,66,21.2,6-11,235,1,14
4761,12-13,Larry Sanders,MIL,71,27.3,82,13.4,6-11,235,1,11
4762,13-14,Larry Sanders,MIL,23,25.4,82,72.0,6-11,235,3,59
4763,14-15,Larry Sanders,MIL,27,21.7,82,67.1,6-11,235,11,55
4764,10-11,Luke Harangody,CLE,49,13.1,82,40.2,6-8,246,0,33
4765,10-11,Manny Harris,CLE,54,17.3,82,34.1,6-5,185,0,28
4766,11-12,Manny Harris,CLE,26,17.5,66,60.6,6-5,185,0,40
4767,10-11,Nikola Pekovic,MIN,65,13.7,82,20.7,6-11,307,4,17
4768,11-12,Nikola Pekovic,MIN,47,26.9,66,28.8,6-11,307,4,19
4769,12-13,Nikola Pekovic,MIN,62,31.6,82,24.4,6-11,307,4,20
4770,13-14,Nikola Pekovic,MIN,54,30.8,82,34.1,6-11,307,12,28
4771,14-15,Nikola Pekovic,MIN,31,26.3,82,62.2,6-11,307,12,51
4772,10-11,Omer Asik,CHI,82,12.1,82,0.0,7-0,255,1,0
4773,11-12,Omer Asik,CHI,66,14.7,66,0.0,7-0,255,1,0
4774,12-13,Omer Asik,HOU,82,30.0,82,0.0,7-0,255,5,0
4775,13-14,Omer Asik,HOU,48,20.2,82,41.5,7-0,255,5,34
4776,14-15,Omer Asik,NOP,76,26.1,82,7.3,7-0,255,14,6
4777,15-16,Omer Asik,NOP,68,17.3,82,17.1,7-0,255,9,14
4778,10-11,Patrick Patterson,HOU,52,16.7,82,36.6,6-9,230,1,30
4779,11-12,Patrick Patterson,HOU,64,23.2,66,3.0,6-9,230,1,2
4780,12-13,Patrick Patterson,SAC,71,25.0,82,13.4,6-9,230,2,11
4781,13-14,Patrick Patterson,TOR,65,23.6,82,20.7,6-9,230,3,17
4782,14-15,Patrick Patterson,TOR,81,26.6,82,1.2,6-9,230,5,1
4783,15-16,Patrick Patterson,TOR,79,25.6,82,3.7,6-9,230,6,3
4784,16-17,Patrick Patterson,TOR,65,24.6,82,20.7,6-9,230,6,17
4785,17-18,Patrick Patterson,OKC,82,15.5,82,0.0,6-9,230,5,0
4786,10-11,Paul George,IND,61,20.7,82,25.6,6-9,220,2,21
4787,11-12,Paul George,IND,66,29.7,66,0.0,6-9,220,2,0
4788,12-13,Paul George,IND,79,37.6,82,3.7,6-9,220,2,3
4789,13-14,Paul George,IND,80,36.2,82,2.4,6-9,220,3,2
4790,15-16,Paul George,IND,81,34.8,82,1.2,6-9,220,16,1
4791,16-17,Paul George,IND,75,35.9,82,8.5,6-9,220,18,7
4792,17-18,Paul George,OKC,79,36.6,82,3.7,6-9,220,19,3
4793,10-11,Quincy Pondexter,NOP,66,11.1,82,19.5,6-7,230,1,16
4794,11-12,Quincy Pondexter,MEM,64,15.7,66,3.0,6-7,230,1,2
4795,12-13,Quincy Pondexter,MEM,59,21.1,82,28.0,6-7,230,1,23
4796,14-15,Quincy Pondexter,NOP,75,23.9,82,8.5,6-7,230,3,7
4797,10-11,Samardo Samuels,CLE,37,19.0,82,54.9,6-9,260,0,45
4798,11-12,Samardo Samuels,CLE,54,15.3,66,18.2,6-9,260,0,12
4799,10-11,Semih Erden,CLE,41,14.5,82,50.0,7-0,240,0,41
4800,10-11,Tiago Splitter,SAS,60,12.3,82,26.8,6-11,245,3,22
4801,11-12,Tiago Splitter,SAS,59,19.0,66,10.6,6-11,245,3,7
4802,12-13,Tiago Splitter,SAS,81,24.7,82,1.2,6-11,245,3,1
4803,13-14,Tiago Splitter,SAS,59,21.5,82,28.0,6-11,245,10,23
4804,14-15,Tiago Splitter,SAS,52,19.8,82,36.6,6-11,245,9,30
4805,15-16,Tiago Splitter,ATL,36,16.1,82,56.1,6-11,245,8,46
4806,10-11,Timofey Mozgov,DEN,45,11.6,82,45.1,7-1,185,3,37
4807,11-12,Timofey Mozgov,DEN,44,15.6,66,33.3,7-1,185,3,22
4808,13-14,Timofey Mozgov,DEN,82,21.6,82,0.0,7-1,185,4,0
4809,14-15,Timofey Mozgov,CLE,81,25.3,82,1.2,7-1,185,4,1
4810,15-16,Timofey Mozgov,CLE,76,17.4,82,7.3,7-1,185,4,6
4811,16-17,Timofey Mozgov,LAL,54,20.4,82,34.1,7-1,185,16,28
4812,10-11,Trevor Booker,WAS,65,16.4,82,20.7,6-8,228,1,17
4813,11-12,Trevor Booker,WAS,50,25.2,66,24.2,6-8,228,1,16
4814,12-13,Trevor Booker,WAS,48,18.5,82,41.5,6-8,228,1,34
4815,13-14,Trevor Booker,WAS,72,21.6,82,12.2,6-8,228,2,10
4816,14-15,Trevor Booker,UTA,79,19.8,82,3.7,6-8,228,5,3
4817,15-16,Trevor Booker,UTA,79,20.7,82,3.7,6-8,228,4,3
4818,16-17,Trevor Booker,BRK,71,24.7,82,13.4,6-8,228,9,11
4819,17-18,Trevor Booker,IND,68,17.0,82,17.1,6-8,228,9,14
4820,10-11,Wesley Johnson,MIN,79,26.2,82,3.7,6-7,215,3,3
4821,11-12,Wesley Johnson,MIN,65,22.6,66,1.5,6-7,215,4,1
4822,12-13,Wesley Johnson,PHX,50,19.1,82,39.0,6-7,215,4,32
4823,13-14,Wesley Johnson,LAL,79,28.4,82,3.7,6-7,215,0,3
4824,14-15,Wesley Johnson,LAL,76,29.5,82,7.3,6-7,215,0,6
4825,15-16,Wesley Johnson,LAC,80,20.8,82,2.4,6-7,215,1,2
4826,16-17,Wesley Johnson,LAC,68,11.9,82,17.1,6-7,215,5,14
4827,17-18,Wesley Johnson,LAC,74,20.1,82,9.8,6-7,215,5,8
4828,10-11,Xavier Henry,MEM,38,13.9,82,53.7,6-6,220,2,44
4829,11-12,Xavier Henry,NOP,45,16.9,66,31.8,6-6,220,2,21
4830,12-13,Xavier Henry,NOP,50,12.5,82,39.0,6-6,220,2,32
4831,13-14,Xavier Henry,LAL,43,21.1,82,47.6,6-6,220,0,39
4832,11-12,Alec Burks,UTA,59,15.9,66,10.6,6-6,214,2,7
4833,12-13,Alec Burks,UTA,64,17.8,82,22.0,6-6,214,2,18
4834,13-14,Alec Burks,UTA,78,28.1,82,4.9,6-6,214,2,4
4835,14-15,Alec Burks,UTA,27,33.3,82,67.1,6-6,214,3,55
4836,15-16,Alec Burks,UTA,31,25.7,82,62.2,6-6,214,9,51
4837,16-17,Alec Burks,UTA,42,15.5,82,48.8,6-6,214,9,40
4838,17-18,Alec Burks,UTA,64,16.5,82,22.0,6-6,214,10,18
4839,11-12,Andrew Goudelock,LAL,40,10.5,66,39.4,6-3,200,0,26
4840,11-12,Avery Bradley,BOS,64,21.4,66,3.0,6-2,180,1,2
4841,12-13,Avery Bradley,BOS,50,28.7,82,39.0,6-2,180,1,32
4842,13-14,Avery Bradley,BOS,60,30.9,82,26.8,6-2,180,2,22
4843,14-15,Avery Bradley,BOS,77,31.5,82,6.1,6-2,180,7,5
4844,15-16,Avery Bradley,BOS,76,33.4,82,7.3,6-2,180,7,6
4845,16-17,Avery Bradley,BOS,55,33.4,82,32.9,6-2,180,8,27
4846,17-18,Avery Bradley,LAC,46,31.2,82,43.9,6-2,180,8,36
4847,11-12,Bismack Biyombo,CHA,63,23.1,66,4.5,6-9,255,2,3
4848,12-13,Bismack Biyombo,CHA,80,27.3,82,2.4,6-9,255,3,2
4849,13-14,Bismack Biyombo,CHA,77,13.9,82,6.1,6-9,255,3,5
4850,14-15,Bismack Biyombo,CHA,64,19.4,82,22.0,6-9,255,4,18
4851,15-16,Bismack Biyombo,TOR,82,22.0,82,0.0,6-9,255,2,0
4852,16-17,Bismack Biyombo,ORL,81,22.1,82,1.2,6-9,255,17,1
4853,17-18,Bismack Biyombo,ORL,82,18.2,82,0.0,6-9,255,17,0
4854,11-12,Brandon Knight,DET,66,32.2,66,0.0,5-10,173,2,0
4855,12-13,Brandon Knight,DET,75,31.5,82,8.5,5-10,173,2,7
4856,13-14,Brandon Knight,MIL,72,33.3,82,12.2,5-10,173,2,10
4857,14-15,Brandon Knight,PHX,63,32.3,82,23.2,5-10,173,3,19
4858,15-16,Brandon Knight,PHX,52,36.0,82,36.6,5-10,173,13,30
4859,16-17,Brandon Knight,PHX,54,21.1,82,34.1,5-10,173,12,28
4860,11-12,Chandler Parsons,HOU,63,28.6,66,4.5,6-10,230,0,3
4861,12-13,Chandler Parsons,HOU,76,36.3,82,7.3,6-10,230,0,6
4862,13-14,Chandler Parsons,HOU,74,37.6,82,9.8,6-10,230,0,8
4863,14-15,Chandler Parsons,DAL,66,33.1,82,19.5,6-10,230,14,16
4864,15-16,Chandler Parsons,DAL,61,29.5,82,25.6,6-10,230,15,21
4865,16-17,Chandler Parsons,MEM,34,19.8,82,58.5,6-10,230,22,48
4866,17-18,Chandler Parsons,MEM,36,19.2,82,56.1,6-10,230,23,46
4867,11-12,Charles Jenkins,GSW,51,17.5,66,22.7,6-3,220,0,15
4868,11-12,Chris Singleton,WAS,66,21.7,66,0.0,6-8,230,1,0
4869,12-13,Chris Singleton,WAS,57,16.2,82,30.5,6-8,230,1,25
4870,11-12,Cory Higgins,CHA,38,11.1,66,42.4,6-5,180,0,28
4871,11-12,Danny Green,SAS,66,23.1,66,0.0,6-6,215,0,0
4872,12-13,Danny Green,SAS,80,27.5,82,2.4,6-6,215,3,2
4873,13-14,Danny Green,SAS,68,24.3,82,17.1,6-6,215,3,14
4874,14-15,Danny Green,SAS,81,28.5,82,1.2,6-6,215,4,1
4875,15-16,Danny Green,SAS,79,26.1,82,3.7,6-6,215,10,3
4876,16-17,Danny Green,SAS,68,26.6,82,17.1,6-6,215,10,14
4877,17-18,Danny Green,SAS,70,25.6,82,14.6,6-6,215,10,12
4878,11-12,Derrick Williams,MIN,66,21.5,66,0.0,6-8,180,4,0
4879,12-13,Derrick Williams,MIN,78,24.6,82,4.9,6-8,180,4,4
4880,13-14,Derrick Williams,SAC,78,23.3,82,4.9,6-8,180,5,4
4881,14-15,Derrick Williams,SAC,74,19.8,82,9.8,6-8,180,6,8
4882,15-16,Derrick Williams,NYK,80,17.9,82,2.4,6-8,180,4,2
4883,16-17,Derrick Williams,CLE,50,16.1,82,39.0,6-8,180,5,32
4884,11-12,Devin Ebanks,LAL,24,16.5,66,63.6,6-9,215,0,42
4885,11-12,Donald Sloan,CLE,33,20.3,66,50.0,6-3,205,0,33
4886,14-15,Donald Sloan,IND,53,20.9,82,35.4,6-3,205,0,29
4887,15-16,Donald Sloan,BRK,61,21.6,82,25.6,6-3,205,1,21
4888,11-12,E'Twaun Moore,BOS,38,8.7,66,42.4,6-4,225,0,28
4889,12-13,E'Twaun Moore,ORL,75,22.4,82,8.5,6-4,225,0,7
4890,13-14,E'Twaun Moore,ORL,79,19.1,82,3.7,6-4,225,0,3
4891,14-15,E'Twaun Moore,CHI,56,9.0,82,31.7,6-4,225,0,26
4892,15-16,E'Twaun Moore,CHI,59,21.4,82,28.0,6-4,225,1,23
4893,16-17,E'Twaun Moore,NOP,73,24.9,82,11.0,6-4,225,8,9
4894,17-18,E'Twaun Moore,NOP,82,31.5,82,0.0,6-4,225,8,0
4895,11-12,Earl Clark,ORL,45,12.4,66,31.8,6-10,225,1,21
4896,12-13,Earl Clark,LAL,59,23.1,82,28.0,6-10,225,1,23
4897,13-14,Earl Clark,NYK,54,14.2,82,34.1,6-10,225,4,28
4898,11-12,Enes Kanter,UTA,66,13.2,66,0.0,6-11,250,4,0
4899,12-13,Enes Kanter,UTA,70,15.4,82,14.6,6-11,250,4,12
4900,13-14,Enes Kanter,UTA,80,26.7,82,2.4,6-11,250,4,2
4901,14-15,Enes Kanter,OKC,75,28.5,82,8.5,6-11,250,6,7
4902,15-16,Enes Kanter,OKC,82,21.0,82,0.0,6-11,250,16,0
4903,16-17,Enes Kanter,OKC,72,21.3,82,12.2,6-11,250,17,10
4904,17-18,Enes Kanter,NYK,71,25.8,82,13.4,6-11,250,17,11
4905,11-12,Greg Stiemsma,BOS,55,13.9,66,16.7,6-11,260,0,11
4906,12-13,Greg Stiemsma,MIN,76,15.9,82,7.3,6-11,260,2,6
4907,13-14,Greg Stiemsma,NOP,55,18.3,82,32.9,6-11,260,2,27
4908,11-12,Gustavo Ayon,NOP,54,20.2,66,18.2,6-10,250,1,12
4909,12-13,Gustavo Ayon,MIL,54,13.6,82,34.1,6-10,250,1,28
4910,11-12,Iman Shumpert,NYK,59,28.9,66,10.6,6-5,215,1,7
4911,12-13,Iman Shumpert,NYK,45,22.1,82,45.1,6-5,215,1,37
4912,13-14,Iman Shumpert,NYK,74,26.5,82,9.8,6-5,215,1,8
4913,14-15,Iman Shumpert,CLE,62,24.9,82,24.4,6-5,215,2,20
4914,15-16,Iman Shumpert,CLE,54,24.4,82,34.1,6-5,215,8,28
4915,16-17,Iman Shumpert,CLE,76,25.5,82,7.3,6-5,215,9,6
4916,11-12,Isaiah Thomas,SAC,65,25.5,66,1.5,5-9,185,0,1
4917,12-13,Isaiah Thomas,SAC,79,26.9,82,3.7,5-9,185,0,3
4918,13-14,Isaiah Thomas,SAC,72,34.7,82,12.2,5-9,185,0,10
4919,14-15,Isaiah Thomas,BOS,67,25.8,82,18.3,5-9,185,7,15
4920,15-16,Isaiah Thomas,BOS,82,32.2,82,0.0,5-9,185,6,0
4921,16-17,Isaiah Thomas,BOS,76,33.8,82,7.3,5-9,185,6,6
4922,17-18,Isaiah Thomas,LAL,32,26.9,82,61.0,5-9,185,6,50
4923,11-12,Ivan Johnson,ATL,56,16.7,66,15.2,6-8,230,0,10
4924,12-13,Ivan Johnson,ATL,69,15.0,82,15.9,6-8,230,0,13
4925,11-12,James Anderson,SAS,51,11.8,66,22.7,6-6,213,1,15
4926,13-14,James Anderson,PHI,80,28.9,82,2.4,6-6,213,0,2
