season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight
13-14,Tyler Hansbrough,TOR,64,15.3,82,22.0,6-9,250
14-15,Tyler Hansbrough,TOR,74,14.3,82,9.8,6-9,250
09-10,Tyreke Evans,SAC,72,37.2,82,12.2,6-6,220
10-11,Tyreke Evans,SAC,57,37.0,82,30.5,6-6,220
11-12,Tyreke Evans,SAC,63,34.3,66,4.5,6-6,220
12-13,Tyreke Evans,SAC,65,31.0,82,20.7,6-6,220
13-14,Tyreke Evans,NOP,72,28.2,82,12.2,6-6,220
14-15,Tyreke Evans,NOP,79,34.0,82,3.7,6-6,220
15-16,Tyreke Evans,NOP,25,30.6,82,69.5,6-6,220
16-17,Tyreke Evans,SAC,40,19.7,82,51.2,6-6,220
17-18,Tyreke Evans,MEM,52,30.9,82,36.6,6-6,220
09-10,Wayne Ellington,MIN,76,18.2,82,7.3,6-5,200
10-11,Wayne Ellington,MIN,62,19.1,82,24.4,6-5,200
11-12,Wayne Ellington,MIN,51,19.1,66,22.7,6-5,200
12-13,Wayne Ellington,CLE,78,21.3,82,4.9,6-5,200
14-15,Wayne Ellington,LAL,65,25.8,82,20.7,6-5,200
15-16,Wayne Ellington,BRK,76,21.2,82,7.3,6-5,200
16-17,Wayne Ellington,MIA,62,24.2,82,24.4,6-5,200
17-18,Wayne Ellington,MIA,77,26.5,82,6.1,6-5,200
09-10,Wesley Matthews,UTA,82,24.7,82,0.0,6-5,220
10-11,Wesley Matthews,POR,82,33.6,82,0.0,6-5,220
11-12,Wesley Matthews,POR,66,33.8,66,0.0,6-5,220
12-13,Wesley Matthews,POR,69,34.8,82,15.9,6-5,220
13-14,Wesley Matthews,POR,82,33.9,82,0.0,6-5,220
14-15,Wesley Matthews,POR,60,33.7,82,26.8,6-5,220
15-16,Wesley Matthews,DAL,78,33.9,82,4.9,6-5,220
16-17,Wesley Matthews,DAL,73,34.2,82,11.0,6-5,220
17-18,Wesley Matthews,DAL,63,33.8,82,23.2,6-5,220
10-11,Al-Farouq Aminu,LAC,81,17.9,82,1.2,6-9,220
11-12,Al-Farouq Aminu,NOP,66,22.4,66,0.0,6-9,220
12-13,Al-Farouq Aminu,NOP,76,27.2,82,7.3,6-9,220
13-14,Al-Farouq Aminu,NOP,80,25.6,82,2.4,6-9,220
14-15,Al-Farouq Aminu,DAL,74,18.5,82,9.8,6-9,220
15-16,Al-Farouq Aminu,POR,82,28.5,82,0.0,6-9,220
16-17,Al-Farouq Aminu,POR,61,29.1,82,25.6,6-9,220
17-18,Al-Farouq Aminu,POR,69,30.0,82,15.9,6-9,220
10-11,Alonzo Gee,CLE,56,20.0,82,31.7,6-6,225
11-12,Alonzo Gee,CLE,63,29.0,66,4.5,6-6,225
12-13,Alonzo Gee,CLE,82,31.0,82,0.0,6-6,225
13-14,Alonzo Gee,CLE,65,15.7,82,20.7,6-6,225
14-15,Alonzo Gee,POR,54,12.2,82,34.1,6-6,225
15-16,Alonzo Gee,NOP,73,22.4,82,11.0,6-6,225
10-11,Blake Griffin,LAC,82,37.9,82,0.0,6-10,250
11-12,Blake Griffin,LAC,66,36.2,66,0.0,6-10,250
12-13,Blake Griffin,LAC,80,32.5,82,2.4,6-10,250
13-14,Blake Griffin,LAC,80,35.8,82,2.4,6-10,250
14-15,Blake Griffin,LAC,67,35.2,82,18.3,6-10,250
15-16,Blake Griffin,LAC,35,33.4,82,57.3,6-10,250
16-17,Blake Griffin,LAC,61,34.0,82,25.6,6-10,250
17-18,Blake Griffin,DET,58,34.0,82,29.3,6-10,250
10-11,Cartier Martin,WAS,52,10.4,82,36.6,6-7,220
12-13,Cartier Martin,WAS,41,16.9,82,50.0,6-7,220
13-14,Cartier Martin,ATL,59,14.7,82,28.0,6-7,220
10-11,Christian Eyenga,CLE,44,21.5,82,46.3,6-5,210
10-11,D.J. White,CHA,47,14.6,82,42.7,6-9,190
11-12,D.J. White,CHA,58,18.9,66,12.1,6-9,190
10-11,DeMarcus Cousins,SAC,81,28.5,82,1.2,6-11,270
11-12,DeMarcus Cousins,SAC,64,30.5,66,3.0,6-11,270
12-13,DeMarcus Cousins,SAC,75,30.5,82,8.5,6-11,270
13-14,DeMarcus Cousins,SAC,71,32.4,82,13.4,6-11,270
14-15,DeMarcus Cousins,SAC,59,34.1,82,28.0,6-11,270
15-16,DeMarcus Cousins,SAC,65,34.6,82,20.7,6-11,270
16-17,DeMarcus Cousins,NOP,72,34.2,82,12.2,6-11,270
17-18,DeMarcus Cousins,NOP,48,36.2,82,41.5,6-11,270
10-11,Derrick Favors,UTA,78,19.7,82,4.9,6-10,265
11-12,Derrick Favors,UTA,65,21.2,66,1.5,6-10,265
12-13,Derrick Favors,UTA,77,23.2,82,6.1,6-10,265
13-14,Derrick Favors,UTA,73,30.2,82,11.0,6-10,265
14-15,Derrick Favors,UTA,74,30.8,82,9.8,6-10,265
15-16,Derrick Favors,UTA,62,32.0,82,24.4,6-10,265
16-17,Derrick Favors,UTA,50,23.7,82,39.0,6-10,265
17-18,Derrick Favors,UTA,77,28.0,82,6.1,6-10,265
10-11,Ed Davis,TOR,65,24.6,82,20.7,6-10,225
11-12,Ed Davis,TOR,66,23.2,66,0.0,6-10,225
12-13,Ed Davis,MEM,81,20.1,82,1.2,6-10,225
13-14,Ed Davis,MEM,63,15.2,82,23.2,6-10,225
14-15,Ed Davis,LAL,79,23.3,82,3.7,6-10,225
15-16,Ed Davis,POR,81,20.8,82,1.2,6-10,225
16-17,Ed Davis,POR,46,17.2,82,43.9,6-10,225
17-18,Ed Davis,POR,78,18.9,82,4.9,6-10,225
10-11,Ekpe Udoh,GSW,58,17.8,82,29.3,6-10,245
11-12,Ekpe Udoh,MIL,61,21.1,66,7.6,6-10,245
12-13,Ekpe Udoh,MIL,76,17.3,82,7.3,6-10,245
13-14,Ekpe Udoh,MIL,42,19.1,82,48.8,6-10,245
17-18,Ekpe Udoh,UTA,63,12.8,82,23.2,6-10,245
10-11,Eric Bledsoe,LAC,81,22.7,82,1.2,6-1,205
11-12,Eric Bledsoe,LAC,40,11.6,66,39.4,6-1,205
12-13,Eric Bledsoe,LAC,76,20.4,82,7.3,6-1,205
13-14,Eric Bledsoe,PHX,43,32.9,82,47.6,6-1,205
14-15,Eric Bledsoe,PHX,81,34.6,82,1.2,6-1,205
15-16,Eric Bledsoe,PHX,31,34.2,82,62.2,6-1,205
16-17,Eric Bledsoe,PHX,66,33.0,82,19.5,6-1,205
17-18,Eric Bledsoe,MIL,74,31.4,82,9.8,6-1,205
10-11,Evan Turner,PHI,78,23.0,82,4.9,6-7,220
11-12,Evan Turner,PHI,65,26.3,66,1.5,6-7,220
12-13,Evan Turner,PHI,82,35.3,82,0.0,6-7,220
13-14,Evan Turner,IND,81,30.3,82,1.2,6-7,220
14-15,Evan Turner,BOS,82,27.6,82,0.0,6-7,220
15-16,Evan Turner,BOS,81,28.0,82,1.2,6-7,220
16-17,Evan Turner,POR,65,25.5,82,20.7,6-7,220
17-18,Evan Turner,POR,79,25.7,82,3.7,6-7,220
10-11,Gary Forbes,DEN,63,12.6,82,23.2,6-7,220
11-12,Gary Forbes,TOR,48,14.9,66,27.3,6-7,220
10-11,Gary Neal,SAS,80,21.1,82,2.4,6-4,210
11-12,Gary Neal,SAS,56,21.5,66,15.2,6-4,210
12-13,Gary Neal,SAS,68,21.8,82,17.1,6-4,210
13-14,Gary Neal,CHA,52,21.4,82,36.6,6-4,210
14-15,Gary Neal,MIN,54,22.1,82,34.1,6-4,210
15-16,Gary Neal,WAS,40,20.2,82,51.2,6-4,210
10-11,Gerald Henderson,CHA,68,24.4,82,17.1,6-2,175
10-11,Gerald Henderson,CHA,68,24.4,82,17.1,6-5,215
11-12,Gerald Henderson,CHA,55,33.3,66,16.7,6-2,175
11-12,Gerald Henderson,CHA,55,33.3,66,16.7,6-5,215
12-13,Gerald Henderson,CHA,68,31.4,82,17.1,6-2,175
12-13,Gerald Henderson,CHA,68,31.4,82,17.1,6-5,215
13-14,Gerald Henderson,CHA,77,32.0,82,6.1,6-2,175
13-14,Gerald Henderson,CHA,77,32.0,82,6.1,6-5,215
14-15,Gerald Henderson,CHA,80,28.9,82,2.4,6-2,175
14-15,Gerald Henderson,CHA,80,28.9,82,2.4,6-5,215
15-16,Gerald Henderson,POR,72,19.9,82,12.2,6-2,175
15-16,Gerald Henderson,POR,72,19.9,82,12.2,6-5,215
16-17,Gerald Henderson,PHI,72,23.2,82,12.2,6-2,175
16-17,Gerald Henderson,PHI,72,23.2,82,12.2,6-5,215
10-11,Gordon Hayward,UTA,72,16.9,82,12.2,6-8,225
11-12,Gordon Hayward,UTA,66,30.5,66,0.0,6-8,225
12-13,Gordon Hayward,UTA,72,29.2,82,12.2,6-8,225
13-14,Gordon Hayward,UTA,77,36.4,82,6.1,6-8,225
14-15,Gordon Hayward,UTA,76,34.4,82,7.3,6-8,225
15-16,Gordon Hayward,UTA,80,36.2,82,2.4,6-8,225
16-17,Gordon Hayward,UTA,73,34.5,82,11.0,6-8,225
10-11,Greg Monroe,DET,80,27.8,82,2.4,6-11,185
11-12,Greg Monroe,DET,66,31.5,66,0.0,6-11,185
12-13,Greg Monroe,DET,81,33.2,82,1.2,6-11,185
13-14,Greg Monroe,DET,82,32.8,82,0.0,6-11,185
14-15,Greg Monroe,DET,69,31.0,82,15.9,6-11,185
15-16,Greg Monroe,MIL,79,29.3,82,3.7,6-11,185
16-17,Greg Monroe,MIL,81,22.5,82,1.2,6-11,185
17-18,Greg Monroe,BOS,51,20.4,82,37.8,6-11,185
10-11,Greivis Vasquez,MEM,70,12.3,82,14.6,6-6,217
11-12,Greivis Vasquez,NOP,66,25.8,66,0.0,6-6,217
12-13,Greivis Vasquez,NOP,78,34.4,82,4.9,6-6,217
13-14,Greivis Vasquez,TOR,79,22.5,82,3.7,6-6,217
14-15,Greivis Vasquez,TOR,82,24.3,82,0.0,6-6,217
10-11,Ian Mahinmi,DAL,56,8.7,82,31.7,6-11,262
11-12,Ian Mahinmi,DAL,61,18.7,66,7.6,6-11,262
12-13,Ian Mahinmi,IND,80,16.5,82,2.4,6-11,262
13-14,Ian Mahinmi,IND,77,16.2,82,6.1,6-11,262
14-15,Ian Mahinmi,IND,61,18.8,82,25.6,6-11,262
15-16,Ian Mahinmi,IND,71,25.6,82,13.4,6-11,262
16-17,Ian Mahinmi,WAS,31,17.9,82,62.2,6-11,262
17-18,Ian Mahinmi,WAS,77,14.9,82,6.1,6-11,262
10-11,Joey Dorsey,TOR,43,12.1,82,47.6,6-8,268
14-15,Joey Dorsey,HOU,69,12.4,82,15.9,6-8,268
10-11,John Wall,WAS,69,37.8,82,15.9,6-4,210
11-12,John Wall,WAS,66,36.2,66,0.0,6-4,210
12-13,John Wall,WAS,49,32.7,82,40.2,6-4,210
13-14,John Wall,WAS,82,36.3,82,0.0,6-4,210
14-15,John Wall,WAS,79,35.9,82,3.7,6-4,210
15-16,John Wall,WAS,77,36.2,82,6.1,6-4,210
16-17,John Wall,WAS,78,36.4,82,4.9,6-4,210
17-18,John Wall,WAS,41,34.4,82,50.0,6-4,210
10-11,Jordan Crawford,WAS,42,24.4,82,48.8,6-4,195
11-12,Jordan Crawford,WAS,64,27.4,66,3.0,6-4,195
12-13,Jordan Crawford,BOS,70,24.4,82,14.6,6-4,195
13-14,Jordan Crawford,GSW,81,23.0,82,1.2,6-4,195
10-11,Kevin Seraphin,WAS,58,10.9,82,29.3,6-9,285
11-12,Kevin Seraphin,WAS,57,20.6,66,13.6,6-9,285
12-13,Kevin Seraphin,WAS,79,21.8,82,3.7,6-9,285
13-14,Kevin Seraphin,WAS,53,10.9,82,35.4,6-9,285
14-15,Kevin Seraphin,WAS,79,15.6,82,3.7,6-9,285
15-16,Kevin Seraphin,NYK,48,11.0,82,41.5,6-9,285
16-17,Kevin Seraphin,IND,49,11.4,82,40.2,6-9,285
10-11,Landry Fields,NYK,82,31.0,82,0.0,6-7,210
11-12,Landry Fields,NYK,66,28.7,66,0.0,6-7,210
12-13,Landry Fields,TOR,51,20.3,82,37.8,6-7,210
10-11,Larry Sanders,MIL,60,14.5,82,26.8,6-11,235
11-12,Larry Sanders,MIL,52,12.4,66,21.2,6-11,235
12-13,Larry Sanders,MIL,71,27.3,82,13.4,6-11,235
13-14,Larry Sanders,MIL,23,25.4,82,72.0,6-11,235
14-15,Larry Sanders,MIL,27,21.7,82,67.1,6-11,235
10-11,Luke Harangody,CLE,49,13.1,82,40.2,6-8,246
10-11,Manny Harris,CLE,54,17.3,82,34.1,6-5,185
11-12,Manny Harris,CLE,26,17.5,66,60.6,6-5,185
10-11,Nikola Pekovic,MIN,65,13.7,82,20.7,6-11,307
11-12,Nikola Pekovic,MIN,47,26.9,66,28.8,6-11,307
12-13,Nikola Pekovic,MIN,62,31.6,82,24.4,6-11,307
13-14,Nikola Pekovic,MIN,54,30.8,82,34.1,6-11,307
14-15,Nikola Pekovic,MIN,31,26.3,82,62.2,6-11,307
10-11,Omer Asik,CHI,82,12.1,82,0.0,7-0,255
11-12,Omer Asik,CHI,66,14.7,66,0.0,7-0,255
12-13,Omer Asik,HOU,82,30.0,82,0.0,7-0,255
13-14,Omer Asik,HOU,48,20.2,82,41.5,7-0,255
14-15,Omer Asik,NOP,76,26.1,82,7.3,7-0,255
15-16,Omer Asik,NOP,68,17.3,82,17.1,7-0,255
10-11,Patrick Patterson,HOU,52,16.7,82,36.6,6-9,230
11-12,Patrick Patterson,HOU,64,23.2,66,3.0,6-9,230
12-13,Patrick Patterson,SAC,71,25.0,82,13.4,6-9,230
13-14,Patrick Patterson,TOR,65,23.6,82,20.7,6-9,230
14-15,Patrick Patterson,TOR,81,26.6,82,1.2,6-9,230
15-16,Patrick Patterson,TOR,79,25.6,82,3.7,6-9,230
16-17,Patrick Patterson,TOR,65,24.6,82,20.7,6-9,230
17-18,Patrick Patterson,OKC,82,15.5,82,0.0,6-9,230
10-11,Patty Mills,POR,64,12.2,82,22.0,6-0,180
12-13,Patty Mills,SAS,58,11.3,82,29.3,6-0,180
13-14,Patty Mills,SAS,81,18.9,82,1.2,6-0,180
14-15,Patty Mills,SAS,51,15.7,82,37.8,6-0,180
15-16,Patty Mills,SAS,81,20.5,82,1.2,6-0,180
16-17,Patty Mills,SAS,80,21.9,82,2.4,6-0,180
17-18,Patty Mills,SAS,82,25.7,82,0.0,6-0,180
10-11,Paul George,IND,61,20.7,82,25.6,6-9,220
11-12,Paul George,IND,66,29.7,66,0.0,6-9,220
12-13,Paul George,IND,79,37.6,82,3.7,6-9,220
13-14,Paul George,IND,80,36.2,82,2.4,6-9,220
15-16,Paul George,IND,81,34.8,82,1.2,6-9,220
16-17,Paul George,IND,75,35.9,82,8.5,6-9,220
17-18,Paul George,OKC,79,36.6,82,3.7,6-9,220
10-11,Quincy Pondexter,NOP,66,11.1,82,19.5,6-7,230
11-12,Quincy Pondexter,MEM,64,15.7,66,3.0,6-7,230
12-13,Quincy Pondexter,MEM,59,21.1,82,28.0,6-7,230
14-15,Quincy Pondexter,NOP,75,23.9,82,8.5,6-7,230
10-11,Samardo Samuels,CLE,37,19.0,82,54.9,6-9,260
11-12,Samardo Samuels,CLE,54,15.3,66,18.2,6-9,260
10-11,Semih Erden,CLE,41,14.5,82,50.0,7-0,240
10-11,Tiago Splitter,SAS,60,12.3,82,26.8,6-11,245
11-12,Tiago Splitter,SAS,59,19.0,66,10.6,6-11,245
12-13,Tiago Splitter,SAS,81,24.7,82,1.2,6-11,245
13-14,Tiago Splitter,SAS,59,21.5,82,28.0,6-11,245
14-15,Tiago Splitter,SAS,52,19.8,82,36.6,6-11,245
15-16,Tiago Splitter,ATL,36,16.1,82,56.1,6-11,245
10-11,Timofey Mozgov,DEN,45,11.6,82,45.1,7-1,185
11-12,Timofey Mozgov,DEN,44,15.6,66,33.3,7-1,185
13-14,Timofey Mozgov,DEN,82,21.6,82,0.0,7-1,185
14-15,Timofey Mozgov,CLE,81,25.3,82,1.2,7-1,185
15-16,Timofey Mozgov,CLE,76,17.4,82,7.3,7-1,185
16-17,Timofey Mozgov,LAL,54,20.4,82,34.1,7-1,185
10-11,Trevor Booker,WAS,65,16.4,82,20.7,6-8,228
11-12,Trevor Booker,WAS,50,25.2,66,24.2,6-8,228
12-13,Trevor Booker,WAS,48,18.5,82,41.5,6-8,228
13-14,Trevor Booker,WAS,72,21.6,82,12.2,6-8,228
14-15,Trevor Booker,UTA,79,19.8,82,3.7,6-8,228
15-16,Trevor Booker,UTA,79,20.7,82,3.7,6-8,228
16-17,Trevor Booker,BRK,71,24.7,82,13.4,6-8,228
17-18,Trevor Booker,IND,68,17.0,82,17.1,6-8,228
10-11,Wesley Johnson,MIN,79,26.2,82,3.7,6-7,215
11-12,Wesley Johnson,MIN,65,22.6,66,1.5,6-7,215
12-13,Wesley Johnson,PHX,50,19.1,82,39.0,6-7,215
13-14,Wesley Johnson,LAL,79,28.4,82,3.7,6-7,215
14-15,Wesley Johnson,LAL,76,29.5,82,7.3,6-7,215
15-16,Wesley Johnson,LAC,80,20.8,82,2.4,6-7,215
16-17,Wesley Johnson,LAC,68,11.9,82,17.1,6-7,215
17-18,Wesley Johnson,LAC,74,20.1,82,9.8,6-7,215
10-11,Xavier Henry,MEM,38,13.9,82,53.7,6-6,220
11-12,Xavier Henry,NOP,45,16.9,66,31.8,6-6,220
12-13,Xavier Henry,NOP,50,12.5,82,39.0,6-6,220
13-14,Xavier Henry,LAL,43,21.1,82,47.6,6-6,220
11-12,Alec Burks,UTA,59,15.9,66,10.6,6-6,214
12-13,Alec Burks,UTA,64,17.8,82,22.0,6-6,214
13-14,Alec Burks,UTA,78,28.1,82,4.9,6-6,214
14-15,Alec Burks,UTA,27,33.3,82,67.1,6-6,214
15-16,Alec Burks,UTA,31,25.7,82,62.2,6-6,214
16-17,Alec Burks,UTA,42,15.5,82,48.8,6-6,214
17-18,Alec Burks,UTA,64,16.5,82,22.0,6-6,214
11-12,Andrew Goudelock,LAL,40,10.5,66,39.4,6-3,200
11-12,Avery Bradley,BOS,64,21.4,66,3.0,6-2,180
12-13,Avery Bradley,BOS,50,28.7,82,39.0,6-2,180
13-14,Avery Bradley,BOS,60,30.9,82,26.8,6-2,180
14-15,Avery Bradley,BOS,77,31.5,82,6.1,6-2,180
15-16,Avery Bradley,BOS,76,33.4,82,7.3,6-2,180
16-17,Avery Bradley,BOS,55,33.4,82,32.9,6-2,180
17-18,Avery Bradley,LAC,46,31.2,82,43.9,6-2,180
11-12,Bismack Biyombo,CHA,63,23.1,66,4.5,6-9,255
12-13,Bismack Biyombo,CHA,80,27.3,82,2.4,6-9,255
13-14,Bismack Biyombo,CHA,77,13.9,82,6.1,6-9,255
14-15,Bismack Biyombo,CHA,64,19.4,82,22.0,6-9,255
15-16,Bismack Biyombo,TOR,82,22.0,82,0.0,6-9,255
16-17,Bismack Biyombo,ORL,81,22.1,82,1.2,6-9,255
17-18,Bismack Biyombo,ORL,82,18.2,82,0.0,6-9,255
11-12,Brandon Knight,DET,66,32.2,66,0.0,5-10,173
12-13,Brandon Knight,DET,75,31.5,82,8.5,5-10,173
13-14,Brandon Knight,MIL,72,33.3,82,12.2,5-10,173
14-15,Brandon Knight,PHX,63,32.3,82,23.2,5-10,173
15-16,Brandon Knight,PHX,52,36.0,82,36.6,5-10,173
16-17,Brandon Knight,PHX,54,21.1,82,34.1,5-10,173
11-12,Byron Mullens,CHA,65,22.5,66,1.5,7-0,200
12-13,Byron Mullens,CHA,53,26.9,82,35.4,7-0,200
11-12,Chandler Parsons,HOU,63,28.6,66,4.5,6-10,230
12-13,Chandler Parsons,HOU,76,36.3,82,7.3,6-10,230
13-14,Chandler Parsons,HOU,74,37.6,82,9.8,6-10,230
14-15,Chandler Parsons,DAL,66,33.1,82,19.5,6-10,230
15-16,Chandler Parsons,DAL,61,29.5,82,25.6,6-10,230
16-17,Chandler Parsons,MEM,34,19.8,82,58.5,6-10,230
17-18,Chandler Parsons,MEM,36,19.2,82,56.1,6-10,230
11-12,Charles Jenkins,GSW,51,17.5,66,22.7,6-3,220
11-12,Chris Singleton,WAS,66,21.7,66,0.0,6-8,230
12-13,Chris Singleton,WAS,57,16.2,82,30.5,6-8,230
11-12,Cory Higgins,CHA,38,11.1,66,42.4,6-5,180
11-12,Danny Green,SAS,66,23.1,66,0.0,6-6,215
12-13,Danny Green,SAS,80,27.5,82,2.4,6-6,215
13-14,Danny Green,SAS,68,24.3,82,17.1,6-6,215
14-15,Danny Green,SAS,81,28.5,82,1.2,6-6,215
15-16,Danny Green,SAS,79,26.1,82,3.7,6-6,215
16-17,Danny Green,SAS,68,26.6,82,17.1,6-6,215
17-18,Danny Green,SAS,70,25.6,82,14.6,6-6,215
11-12,Derrick Williams,MIN,66,21.5,66,0.0,6-8,180
12-13,Derrick Williams,MIN,78,24.6,82,4.9,6-8,180
13-14,Derrick Williams,SAC,78,23.3,82,4.9,6-8,180
14-15,Derrick Williams,SAC,74,19.8,82,9.8,6-8,180
15-16,Derrick Williams,NYK,80,17.9,82,2.4,6-8,180
16-17,Derrick Williams,CLE,50,16.1,82,39.0,6-8,180
11-12,Devin Ebanks,LAL,24,16.5,66,63.6,6-9,215
11-12,Donald Sloan,CLE,33,20.3,66,50.0,6-3,205
14-15,Donald Sloan,IND,53,20.9,82,35.4,6-3,205
15-16,Donald Sloan,BRK,61,21.6,82,25.6,6-3,205
11-12,E'Twaun Moore,BOS,38,8.7,66,42.4,6-4,225
12-13,E'Twaun Moore,ORL,75,22.4,82,8.5,6-4,225
13-14,E'Twaun Moore,ORL,79,19.1,82,3.7,6-4,225
14-15,E'Twaun Moore,CHI,56,9.0,82,31.7,6-4,225
15-16,E'Twaun Moore,CHI,59,21.4,82,28.0,6-4,225
16-17,E'Twaun Moore,NOP,73,24.9,82,11.0,6-4,225
17-18,E'Twaun Moore,NOP,82,31.5,82,0.0,6-4,225
11-12,Earl Clark,ORL,45,12.4,66,31.8,6-10,225
12-13,Earl Clark,LAL,59,23.1,82,28.0,6-10,225
13-14,Earl Clark,NYK,54,14.2,82,34.1,6-10,225
11-12,Enes Kanter,UTA,66,13.2,66,0.0,6-11,250
12-13,Enes Kanter,UTA,70,15.4,82,14.6,6-11,250
13-14,Enes Kanter,UTA,80,26.7,82,2.4,6-11,250
14-15,Enes Kanter,OKC,75,28.5,82,8.5,6-11,250
15-16,Enes Kanter,OKC,82,21.0,82,0.0,6-11,250
16-17,Enes Kanter,OKC,72,21.3,82,12.2,6-11,250
17-18,Enes Kanter,NYK,71,25.8,82,13.4,6-11,250
11-12,Greg Stiemsma,BOS,55,13.9,66,16.7,6-11,260
12-13,Greg Stiemsma,MIN,76,15.9,82,7.3,6-11,260
13-14,Greg Stiemsma,NOP,55,18.3,82,32.9,6-11,260
11-12,Gustavo Ayon,NOP,54,20.2,66,18.2,6-10,250
12-13,Gustavo Ayon,MIL,54,13.6,82,34.1,6-10,250
11-12,Iman Shumpert,NYK,59,28.9,66,10.6,6-5,215
12-13,Iman Shumpert,NYK,45,22.1,82,45.1,6-5,215
13-14,Iman Shumpert,NYK,74,26.5,82,9.8,6-5,215
14-15,Iman Shumpert,CLE,62,24.9,82,24.4,6-5,215
15-16,Iman Shumpert,CLE,54,24.4,82,34.1,6-5,215
16-17,Iman Shumpert,CLE,76,25.5,82,7.3,6-5,215
11-12,Isaiah Thomas,SAC,65,25.5,66,1.5,5-9,185
12-13,Isaiah Thomas,SAC,79,26.9,82,3.7,5-9,185
13-14,Isaiah Thomas,SAC,72,34.7,82,12.2,5-9,185
14-15,Isaiah Thomas,BOS,67,25.8,82,18.3,5-9,185
15-16,Isaiah Thomas,BOS,82,32.2,82,0.0,5-9,185
16-17,Isaiah Thomas,BOS,76,33.8,82,7.3,5-9,185
17-18,Isaiah Thomas,LAL,32,26.9,82,61.0,5-9,185
11-12,Ivan Johnson,ATL,56,16.7,66,15.2,6-8,230
12-13,Ivan Johnson,ATL,69,15.0,82,15.9,6-8,230
11-12,James Anderson,SAS,51,11.8,66,22.7,6-6,213
13-14,James Anderson,PHI,80,28.9,82,2.4,6-6,213
15-16,James Anderson,SAC,51,14.1,82,37.8,6-6,213
11-12,Jan Vesely,WAS,57,18.9,66,13.6,6-11,240
12-13,Jan Vesely,WAS,51,11.8,82,37.8,6-11,240
13-14,Jan Vesely,DEN,54,14.4,82,34.1,6-11,240
11-12,Jeremy Lin,NYK,35,26.9,66,47.0,6-3,225
12-13,Jeremy Lin,HOU,82,32.2,82,0.0,6-3,225
13-14,Jeremy Lin,HOU,71,28.9,82,13.4,6-3,225
14-15,Jeremy Lin,LAL,74,25.8,82,9.8,6-3,225
15-16,Jeremy Lin,CHA,78,26.3,82,4.9,6-3,225
16-17,Jeremy Lin,BRK,36,24.5,82,56.1,6-3,225
11-12,Jeremy Pargo,MEM,44,9.6,66,33.3,6-2,219
12-13,Jeremy Pargo,PHI,39,16.8,82,52.4,6-2,219
11-12,Jeremy Tyler,GSW,42,13.5,66,36.4,6-10,260
11-12,Jimmer Fredette,SAC,61,18.6,66,7.6,6-2,195
12-13,Jimmer Fredette,SAC,69,14.0,82,15.9,6-2,195
13-14,Jimmer Fredette,CHI,49,10.6,82,40.2,6-2,195
14-15,Jimmer Fredette,NOP,50,10.2,82,39.0,6-2,195
11-12,John Lucas,CHI,49,14.8,66,25.8,6-3,195
12-13,John Lucas,TOR,63,13.1,82,23.2,6-3,195
13-14,John Lucas,UTA,42,14.1,82,48.8,6-3,195
11-12,Jon Leuer,MIL,46,12.1,66,30.3,6-10,190
13-14,Jon Leuer,MEM,49,13.1,82,40.2,6-10,190
14-15,Jon Leuer,MEM,63,13.1,82,23.2,6-10,190
15-16,Jon Leuer,PHX,67,18.7,82,18.3,6-10,190
16-17,Jon Leuer,DET,75,25.9,82,8.5,6-10,190
11-12,Jordan Williams,NJN,43,14.8,66,34.8,6-10,225
11-12,Josh Harrellson,NYK,37,14.6,66,43.9,6-10,275
11-12,Kawhi Leonard,SAS,64,24.0,66,3.0,6-7,255
12-13,Kawhi Leonard,SAS,58,31.2,82,29.3,6-7,255
13-14,Kawhi Leonard,SAS,66,29.1,82,19.5,6-7,255
14-15,Kawhi Leonard,SAS,64,31.8,82,22.0,6-7,255
15-16,Kawhi Leonard,SAS,72,33.0,82,12.2,6-7,255
16-17,Kawhi Leonard,SAS,74,33.4,82,9.8,6-7,255
11-12,Kemba Walker,CHA,66,27.2,66,0.0,6-1,184
12-13,Kemba Walker,CHA,82,34.9,82,0.0,6-1,184
13-14,Kemba Walker,CHA,73,35.8,82,11.0,6-1,184
14-15,Kemba Walker,CHA,62,34.2,82,24.4,6-1,184
15-16,Kemba Walker,CHA,81,35.6,82,1.2,6-1,184
16-17,Kemba Walker,CHA,79,34.7,82,3.7,6-1,184
17-18,Kemba Walker,CHA,80,34.2,82,2.4,6-1,184
11-12,Kenneth Faried,DEN,46,22.5,66,30.3,6-8,220
12-13,Kenneth Faried,DEN,80,28.1,82,2.4,6-8,220
13-14,Kenneth Faried,DEN,80,27.2,82,2.4,6-8,220
14-15,Kenneth Faried,DEN,75,27.8,82,8.5,6-8,220
15-16,Kenneth Faried,DEN,67,25.3,82,18.3,6-8,220
16-17,Kenneth Faried,DEN,61,21.2,82,25.6,6-8,220
11-12,Klay Thompson,GSW,66,24.4,66,0.0,6-7,215
12-13,Klay Thompson,GSW,82,35.8,82,0.0,6-7,215
13-14,Klay Thompson,GSW,81,35.4,82,1.2,6-7,215
14-15,Klay Thompson,GSW,77,31.9,82,6.1,6-7,215
15-16,Klay Thompson,GSW,80,33.3,82,2.4,6-7,215
16-17,Klay Thompson,GSW,78,34.0,82,4.9,6-7,215
17-18,Klay Thompson,GSW,73,34.3,82,11.0,6-7,215
