,season,Number of Games,player,team,height,weight,games_played,games missed,percentage of games missed,minutes_per_game
5800,11-12,66,James Anderson,SAS,6-6,213,51,15,22.7,11.8
5801,13-14,82,James Anderson,PHI,6-6,213,80,2,2.4,28.9
5802,15-16,82,James Anderson,SAC,6-6,213,51,31,37.8,14.1
5803,11-12,66,Jan Vesely,WAS,6-11,240,57,9,13.6,18.9
5804,12-13,82,Jan Vesely,WAS,6-11,240,51,31,37.8,11.8
5805,13-14,82,Jan Vesely,DEN,6-11,240,54,28,34.1,14.4
5806,11-12,66,Jeremy Lin,NYK,6-3,225,35,31,47.0,26.9
5807,12-13,82,Jeremy Lin,HOU,6-3,225,82,0,0.0,32.2
5808,13-14,82,Jeremy Lin,HOU,6-3,225,71,11,13.4,28.9
5809,14-15,82,Jeremy Lin,LAL,6-3,225,74,8,9.8,25.8
5810,15-16,82,Jeremy Lin,CHA,6-3,225,78,4,4.9,26.3
5811,16-17,82,Jeremy Lin,BRK,6-3,225,36,46,56.1,24.5
5812,11-12,66,Jeremy Pargo,MEM,6-2,219,44,22,33.3,9.6
5813,12-13,82,Jeremy Pargo,PHI,6-2,219,39,43,52.4,16.8
5814,11-12,66,Jeremy Tyler,GSW,6-10,260,42,24,36.4,13.5
5815,11-12,66,Jimmer Fredette,SAC,6-2,195,61,5,7.6,18.6
5816,12-13,82,Jimmer Fredette,SAC,6-2,195,69,13,15.9,14.0
5817,13-14,82,Jimmer Fredette,CHI,6-2,195,49,33,40.2,10.6
5818,14-15,82,Jimmer Fredette,NOP,6-2,195,50,32,39.0,10.2
5819,11-12,66,John Lucas,CHI,6-3,195,49,17,25.8,14.8
5820,12-13,82,John Lucas,TOR,6-3,195,63,19,23.2,13.1
5821,13-14,82,John Lucas,UTA,6-3,195,42,40,48.8,14.1
5822,11-12,66,Jon Leuer,MIL,6-10,190,46,20,30.3,12.1
5823,13-14,82,Jon Leuer,MEM,6-10,190,49,33,40.2,13.1
5824,14-15,82,Jon Leuer,MEM,6-10,190,63,19,23.2,13.1
5825,15-16,82,Jon Leuer,PHX,6-10,190,67,15,18.3,18.7
5826,16-17,82,Jon Leuer,DET,6-10,190,75,7,8.5,25.9
5827,11-12,66,Jordan Williams,NJN,6-10,225,43,23,34.8,14.8
5828,11-12,66,Josh Harrellson,NYK,6-10,275,37,29,43.9,14.6
5829,11-12,66,Kawhi Leonard,SAS,6-7,255,64,2,3.0,24.0
5830,12-13,82,Kawhi Leonard,SAS,6-7,255,58,24,29.3,31.2
5831,13-14,82,Kawhi Leonard,SAS,6-7,255,66,16,19.5,29.1
5832,14-15,82,Kawhi Leonard,SAS,6-7,255,64,18,22.0,31.8
5833,15-16,82,Kawhi Leonard,SAS,6-7,255,72,10,12.2,33.0
5834,16-17,82,Kawhi Leonard,SAS,6-7,255,74,8,9.8,33.4
5835,11-12,66,Kemba Walker,CHA,6-1,184,66,0,0.0,27.2
5836,12-13,82,Kemba Walker,CHA,6-1,184,82,0,0.0,34.9
5837,13-14,82,Kemba Walker,CHA,6-1,184,73,9,11.0,35.8
5838,14-15,82,Kemba Walker,CHA,6-1,184,62,20,24.4,34.2
5839,15-16,82,Kemba Walker,CHA,6-1,184,81,1,1.2,35.6
5840,16-17,82,Kemba Walker,CHA,6-1,184,79,3,3.7,34.7
5841,17-18,82,Kemba Walker,CHA,6-1,184,80,2,2.4,34.2
5842,11-12,66,Kenneth Faried,DEN,6-8,220,46,20,30.3,22.5
5843,12-13,82,Kenneth Faried,DEN,6-8,220,80,2,2.4,28.1
5844,13-14,82,Kenneth Faried,DEN,6-8,220,80,2,2.4,27.2
5845,14-15,82,Kenneth Faried,DEN,6-8,220,75,7,8.5,27.8
5846,15-16,82,Kenneth Faried,DEN,6-8,220,67,15,18.3,25.3
5847,16-17,82,Kenneth Faried,DEN,6-8,220,61,21,25.6,21.2
5848,11-12,66,Klay Thompson,GSW,6-7,215,66,0,0.0,24.4
5849,12-13,82,Klay Thompson,GSW,6-7,215,82,0,0.0,35.8
5850,13-14,82,Klay Thompson,GSW,6-7,215,81,1,1.2,35.4
5851,14-15,82,Klay Thompson,GSW,6-7,215,77,5,6.1,31.9
5852,15-16,82,Klay Thompson,GSW,6-7,215,80,2,2.4,33.3
5853,16-17,82,Klay Thompson,GSW,6-7,215,78,4,4.9,34.0
5854,17-18,82,Klay Thompson,GSW,6-7,215,73,9,11.0,34.3
5855,11-12,66,Kyrie Irving,CLE,6-3,193,51,15,22.7,30.5
5856,12-13,82,Kyrie Irving,CLE,6-3,193,59,23,28.0,34.7
5857,13-14,82,Kyrie Irving,CLE,6-3,193,71,11,13.4,35.2
5858,14-15,82,Kyrie Irving,CLE,6-3,193,75,7,8.5,36.4
5859,15-16,82,Kyrie Irving,CLE,6-3,193,53,29,35.4,31.5
5860,16-17,82,Kyrie Irving,CLE,6-3,193,72,10,12.2,35.1
5861,17-18,82,Kyrie Irving,BOS,6-3,193,60,22,26.8,32.2
5862,11-12,66,Lance Stephenson,IND,6-6,230,42,24,36.4,10.5
5863,12-13,82,Lance Stephenson,IND,6-6,230,78,4,4.9,29.2
5864,13-14,82,Lance Stephenson,IND,6-6,230,78,4,4.9,35.3
5865,14-15,82,Lance Stephenson,CHA,6-6,230,61,21,25.6,25.8
5866,15-16,82,Lance Stephenson,MEM,6-6,230,69,13,15.9,19.9
5867,17-18,82,Lance Stephenson,IND,6-6,230,82,0,0.0,22.6
5868,11-12,66,Lance Thomas,NOP,6-8,240,42,24,36.4,15.0
5869,12-13,82,Lance Thomas,NOP,6-8,240,59,23,28.0,11.0
5870,14-15,82,Lance Thomas,NYK,6-8,240,62,20,24.4,24.0
5871,15-16,82,Lance Thomas,NYK,6-8,240,59,23,28.0,22.3
5872,16-17,82,Lance Thomas,NYK,6-8,240,46,36,43.9,21.0
5873,17-18,82,Lance Thomas,NYK,6-8,240,73,9,11.0,18.5
5874,11-12,66,Lavoy Allen,PHI,6-9,260,41,25,37.9,15.2
5875,12-13,82,Lavoy Allen,PHI,6-9,260,79,3,3.7,21.1
5876,13-14,82,Lavoy Allen,IND,6-9,260,65,17,20.7,16.5
5877,14-15,82,Lavoy Allen,IND,6-9,260,63,19,23.2,17.0
5878,15-16,82,Lavoy Allen,IND,6-9,260,79,3,3.7,20.2
5879,16-17,82,Lavoy Allen,IND,6-9,260,61,21,25.6,14.3
5880,11-12,66,Luke Babbitt,POR,6-9,225,40,26,39.4,13.4
5881,12-13,82,Luke Babbitt,POR,6-9,225,62,20,24.4,11.8
5882,14-15,82,Luke Babbitt,NOP,6-9,225,63,19,23.2,13.2
5883,15-16,82,Luke Babbitt,NOP,6-9,225,47,35,42.7,18.0
5884,16-17,82,Luke Babbitt,MIA,6-9,225,68,14,17.1,15.7
5885,17-18,82,Luke Babbitt,MIA,6-9,225,50,32,39.0,14.3
5886,11-12,66,MarShon Brooks,NJN,6-5,200,56,10,15.2,29.4
5887,12-13,82,MarShon Brooks,BRK,6-5,200,73,9,11.0,12.5
5888,11-12,66,Markieff Morris,PHX,6-10,195,63,3,4.5,19.5
5889,12-13,82,Markieff Morris,PHX,6-10,195,82,0,0.0,22.4
5890,13-14,82,Markieff Morris,PHX,6-10,195,81,1,1.2,26.6
5891,14-15,82,Markieff Morris,PHX,6-10,195,82,0,0.0,31.5
5892,15-16,82,Markieff Morris,WAS,6-10,195,64,18,22.0,25.5
5893,16-17,82,Markieff Morris,WAS,6-10,195,76,6,7.3,31.2
5894,17-18,82,Markieff Morris,WAS,6-10,195,73,9,11.0,27.0
5895,11-12,66,Nikola Vucevic,PHI,7-0,260,51,15,22.7,15.9
5896,12-13,82,Nikola Vucevic,ORL,7-0,260,77,5,6.1,33.2
5897,13-14,82,Nikola Vucevic,ORL,7-0,260,57,25,30.5,31.8
5898,14-15,82,Nikola Vucevic,ORL,7-0,260,74,8,9.8,34.2
5899,15-16,82,Nikola Vucevic,ORL,7-0,260,65,17,20.7,31.3
5900,16-17,82,Nikola Vucevic,ORL,7-0,260,75,7,8.5,28.8
5901,17-18,82,Nikola Vucevic,ORL,7-0,260,57,25,30.5,29.5
5902,11-12,66,Nolan Smith,POR,6-2,185,44,22,33.3,12.3
5903,11-12,66,Norris Cole,MIA,6-2,175,65,1,1.5,19.4
5904,12-13,82,Norris Cole,MIA,6-2,175,80,2,2.4,19.9
5905,13-14,82,Norris Cole,MIA,6-2,175,82,0,0.0,24.6
5906,14-15,82,Norris Cole,NOP,6-2,175,75,7,8.5,24.4
5907,15-16,82,Norris Cole,NOP,6-2,175,45,37,45.1,26.6
5908,11-12,66,Reggie Jackson,OKC,6-3,208,45,21,31.8,11.1
5909,12-13,82,Reggie Jackson,OKC,6-3,208,70,12,14.6,14.2
5910,13-14,82,Reggie Jackson,OKC,6-3,208,80,2,2.4,28.5
5911,14-15,82,Reggie Jackson,DET,6-3,208,77,5,6.1,29.5
5912,15-16,82,Reggie Jackson,DET,6-3,208,79,3,3.7,30.7
5913,16-17,82,Reggie Jackson,DET,6-3,208,52,30,36.6,27.4
5914,17-18,82,Reggie Jackson,DET,6-3,208,45,37,45.1,26.7
5915,11-12,66,Ricky Rubio,MIN,6-4,190,41,25,37.9,34.2
5916,12-13,82,Ricky Rubio,MIN,6-4,190,57,25,30.5,29.7
5917,13-14,82,Ricky Rubio,MIN,6-4,190,82,0,0.0,32.2
5918,14-15,82,Ricky Rubio,MIN,6-4,190,22,60,73.2,31.5
5919,15-16,82,Ricky Rubio,MIN,6-4,190,76,6,7.3,30.6
5920,16-17,82,Ricky Rubio,MIN,6-4,190,75,7,8.5,32.9
5921,17-18,82,Ricky Rubio,UTA,6-4,190,77,5,6.1,29.3
5922,11-12,66,Shelvin Mack,WAS,6-3,203,64,2,3.0,12.2
5923,13-14,82,Shelvin Mack,ATL,6-3,203,73,9,11.0,20.4
5924,14-15,82,Shelvin Mack,ATL,6-3,203,55,27,32.9,15.1
5925,15-16,82,Shelvin Mack,UTA,6-3,203,52,30,36.6,20.3
5926,16-17,82,Shelvin Mack,UTA,6-3,203,55,27,32.9,21.9
5927,17-18,82,Shelvin Mack,ORL,6-3,203,69,13,15.9,19.8
5928,11-12,66,Sundiata Gaines,NJN,6-1,185,57,9,13.6,13.9
5929,11-12,66,Tobias Harris,MIL,6-9,235,42,24,36.4,11.4
5930,12-13,82,Tobias Harris,ORL,6-9,235,55,27,32.9,23.6
5931,13-14,82,Tobias Harris,ORL,6-9,235,61,21,25.6,30.3
5932,14-15,82,Tobias Harris,ORL,6-9,235,68,14,17.1,34.8
5933,15-16,82,Tobias Harris,DET,6-9,235,76,6,7.3,33.1
5934,16-17,82,Tobias Harris,DET,6-9,235,82,0,0.0,31.3
5935,17-18,82,Tobias Harris,LAC,6-9,235,80,2,2.4,33.4
5936,11-12,66,Tristan Thompson,CLE,6-10,238,60,6,9.1,23.7
5937,12-13,82,Tristan Thompson,CLE,6-10,238,82,0,0.0,31.3
5938,13-14,82,Tristan Thompson,CLE,6-10,238,82,0,0.0,31.6
5939,14-15,82,Tristan Thompson,CLE,6-10,238,82,0,0.0,26.8
5940,15-16,82,Tristan Thompson,CLE,6-10,238,82,0,0.0,27.7
5941,16-17,82,Tristan Thompson,CLE,6-10,238,78,4,4.9,30.0
5942,17-18,82,Tristan Thompson,CLE,6-10,238,53,29,35.4,20.2
5943,12-13,82,Alexey Shved,MIN,6-6,190,77,5,6.1,23.9
5944,13-14,82,Alexey Shved,MIN,6-6,190,63,19,23.2,10.5
5945,14-15,82,Alexey Shved,NYK,6-6,190,42,40,48.8,18.3
5946,12-13,82,Andre Drummond,DET,6-11,279,60,22,26.8,20.7
5947,13-14,82,Andre Drummond,DET,6-11,279,81,1,1.2,32.3
5948,14-15,82,Andre Drummond,DET,6-11,279,82,0,0.0,30.5
5949,15-16,82,Andre Drummond,DET,6-11,279,81,1,1.2,32.9
5950,16-17,82,Andre Drummond,DET,6-11,279,81,1,1.2,29.7
5951,17-18,82,Andre Drummond,DET,6-11,279,78,4,4.9,33.7
5952,12-13,82,Andrew Nicholson,ORL,6-9,250,75,7,8.5,16.7
5953,13-14,82,Andrew Nicholson,ORL,6-9,250,76,6,7.3,15.4
5954,15-16,82,Andrew Nicholson,ORL,6-9,250,56,26,31.7,14.7
5955,12-13,82,Anthony Davis,NOP,6-10,253,64,18,22.0,28.8
5956,13-14,82,Anthony Davis,NOP,6-10,253,67,15,18.3,35.2
5957,14-15,82,Anthony Davis,NOP,6-10,253,68,14,17.1,36.1
5958,15-16,82,Anthony Davis,NOP,6-10,253,61,21,25.6,35.5
5959,16-17,82,Anthony Davis,NOP,6-10,253,75,7,8.5,36.1
5960,17-18,82,Anthony Davis,NOP,6-10,253,75,7,8.5,36.4
5961,12-13,82,Arnett Moultrie,PHI,6-11,175,47,35,42.7,11.5
5962,12-13,82,Austin Rivers,NOP,6-4,200,61,21,25.6,23.2
5963,13-14,82,Austin Rivers,NOP,6-4,200,69,13,15.9,19.4
5964,14-15,82,Austin Rivers,LAC,6-4,200,76,6,7.3,20.6
5965,15-16,82,Austin Rivers,LAC,6-4,200,67,15,18.3,21.8
5966,16-17,82,Austin Rivers,LAC,6-4,200,74,8,9.8,27.8
5967,17-18,82,Austin Rivers,LAC,6-4,200,61,21,25.6,33.7
5968,12-13,82,Bradley Beal,WAS,6-5,207,56,26,31.7,31.2
5969,13-14,82,Bradley Beal,WAS,6-5,207,73,9,11.0,34.7
5970,14-15,82,Bradley Beal,WAS,6-5,207,63,19,23.2,33.5
5971,15-16,82,Bradley Beal,WAS,6-5,207,55,27,32.9,31.1
5972,16-17,82,Bradley Beal,WAS,6-5,207,77,5,6.1,34.9
5973,17-18,82,Bradley Beal,WAS,6-5,207,82,0,0.0,36.3
5974,12-13,82,Brian Roberts,NOP,6-1,173,78,4,4.9,17.0
5975,13-14,82,Brian Roberts,NOP,6-1,173,72,10,12.2,23.1
5976,14-15,82,Brian Roberts,CHA,6-1,173,72,10,12.2,18.5
5977,12-13,82,Chris Copeland,NYK,6-9,239,56,26,31.7,15.4
5978,14-15,82,Chris Copeland,IND,6-9,239,50,32,39.0,16.6
5979,12-13,82,Cory Joseph,SAS,6-3,193,28,54,65.9,13.9
5980,13-14,82,Cory Joseph,SAS,6-3,193,68,14,17.1,13.8
5981,14-15,82,Cory Joseph,SAS,6-3,193,79,3,3.7,18.3
5982,15-16,82,Cory Joseph,TOR,6-3,193,80,2,2.4,25.6
5983,16-17,82,Cory Joseph,TOR,6-3,193,80,2,2.4,25.0
5984,17-18,82,Cory Joseph,IND,6-3,193,82,0,0.0,26.9
5985,12-13,82,Damian Lillard,POR,6-3,200,82,0,0.0,38.6
5986,13-14,82,Damian Lillard,POR,6-3,200,82,0,0.0,35.8
5987,14-15,82,Damian Lillard,POR,6-3,200,82,0,0.0,35.7
5988,15-16,82,Damian Lillard,POR,6-3,200,75,7,8.5,35.7
5989,16-17,82,Damian Lillard,POR,6-3,200,75,7,8.5,35.9
5990,17-18,82,Damian Lillard,POR,6-3,200,73,9,11.0,36.6
5991,12-13,82,Darius Miller,NOP,6-8,225,52,30,36.6,13.3
5992,13-14,82,Darius Miller,NOP,6-8,225,45,37,45.1,16.1
5993,17-18,82,Darius Miller,NOP,6-8,225,82,0,0.0,23.7
5994,12-13,82,Darius Morris,LAL,6-4,229,48,34,41.5,14.2
5995,12-13,82,DeQuan Jones,ORL,6-8,221,63,19,23.2,12.7
5996,12-13,82,Dion Waiters,CLE,6-4,215,61,21,25.6,28.8
5997,13-14,82,Dion Waiters,CLE,6-4,215,70,12,14.6,29.6
5998,14-15,82,Dion Waiters,OKC,6-4,215,80,2,2.4,27.6
5999,15-16,82,Dion Waiters,OKC,6-4,215,78,4,4.9,27.6
6000,16-17,82,Dion Waiters,MIA,6-4,215,46,36,43.9,30.1
6001,17-18,82,Dion Waiters,MIA,6-4,215,30,52,63.4,30.6
6002,12-13,82,Donatas Motiejunas,HOU,7-0,230,44,38,46.3,12.2
6003,13-14,82,Donatas Motiejunas,HOU,7-0,230,62,20,24.4,15.4
6004,14-15,82,Donatas Motiejunas,HOU,7-0,230,71,11,13.4,28.7
6005,15-16,82,Donatas Motiejunas,HOU,7-0,230,37,45,54.9,14.8
6006,12-13,82,Doron Lamb,ORL,6-4,210,47,35,42.7,12.3
6007,13-14,82,Doron Lamb,ORL,6-4,210,53,29,35.4,13.1
6008,12-13,82,Draymond Green,GSW,6-7,230,79,3,3.7,13.4
6009,13-14,82,Draymond Green,GSW,6-7,230,82,0,0.0,21.9
6010,14-15,82,Draymond Green,GSW,6-7,230,79,3,3.7,31.5
6011,15-16,82,Draymond Green,GSW,6-7,230,81,1,1.2,34.7
6012,16-17,82,Draymond Green,GSW,6-7,230,76,6,7.3,32.5
6013,17-18,82,Draymond Green,GSW,6-7,230,70,12,14.6,32.7
6014,12-13,82,Festus Ezeli,GSW,6-11,255,78,4,4.9,14.4
6015,14-15,82,Festus Ezeli,GSW,6-11,255,46,36,43.9,10.9
6016,15-16,82,Festus Ezeli,GSW,6-11,255,46,36,43.9,16.7
6017,12-13,82,Garrett Temple,WAS,6-6,195,51,31,37.8,22.7
6019,14-15,82,Garrett Temple,WAS,6-6,195,52,30,36.6,14.1
6020,15-16,82,Garrett Temple,WAS,6-6,195,80,2,2.4,24.4
6021,16-17,82,Garrett Temple,SAC,6-6,195,65,17,20.7,26.6
6022,17-18,82,Garrett Temple,SAC,6-6,195,65,17,20.7,24.8
6023,12-13,82,Greg Smith,HOU,6-5,195,70,12,14.6,15.9
6024,12-13,82,Greg Smith,HOU,6-10,250,70,12,14.6,15.9
6025,12-13,82,Harrison Barnes,GSW,6-8,225,81,1,1.2,25.4
6026,13-14,82,Harrison Barnes,GSW,6-8,225,78,4,4.9,28.3
6027,14-15,82,Harrison Barnes,GSW,6-8,225,82,0,0.0,28.3
6028,15-16,82,Harrison Barnes,GSW,6-8,225,66,16,19.5,30.9
6029,16-17,82,Harrison Barnes,DAL,6-8,225,79,3,3.7,35.5
6030,17-18,82,Harrison Barnes,DAL,6-8,225,77,5,6.1,34.2
6031,12-13,82,Ish Smith,MIL,6-0,175,52,30,36.6,9.9
6032,13-14,82,Ish Smith,PHX,6-0,175,70,12,14.6,14.4
6033,14-15,82,Ish Smith,PHI,6-0,175,55,27,32.9,15.1
6034,15-16,82,Ish Smith,PHI,6-0,175,77,5,6.1,29.1
6035,16-17,82,Ish Smith,DET,6-0,175,81,1,1.2,24.1
6036,17-18,82,Ish Smith,DET,6-0,175,82,0,0.0,24.9
6037,12-13,82,Jae Crowder,DAL,6-6,235,78,4,4.9,17.3
6038,13-14,82,Jae Crowder,DAL,6-6,235,78,4,4.9,16.1
6039,14-15,82,Jae Crowder,BOS,6-6,235,82,0,0.0,20.1
6040,15-16,82,Jae Crowder,BOS,6-6,235,73,9,11.0,31.6
6041,16-17,82,Jae Crowder,BOS,6-6,235,72,10,12.2,32.5
6042,17-18,82,Jae Crowder,UTA,6-6,235,80,2,2.4,26.1
6043,12-13,82,Jared Sullinger,BOS,6-9,260,45,37,45.1,19.8
6044,13-14,82,Jared Sullinger,BOS,6-9,260,74,8,9.8,27.6
6045,14-15,82,Jared Sullinger,BOS,6-9,260,58,24,29.3,27.0
6046,15-16,82,Jared Sullinger,BOS,6-9,260,81,1,1.2,23.6
6047,12-13,82,Jeff Adrien,CHA,6-7,245,52,30,36.6,13.7
6048,13-14,82,Jeff Adrien,MIL,6-7,245,53,29,35.4,18.1
6049,12-13,82,Jeffery Taylor,CHA,6-7,225,77,5,6.1,19.6
6050,13-14,82,Jeffery Taylor,CHA,6-7,225,26,56,68.3,24.2
6051,12-13,82,Jimmy Butler,CHI,6-8,232,82,0,0.0,26.0
6052,13-14,82,Jimmy Butler,CHI,6-8,232,67,15,18.3,38.7
6053,14-15,82,Jimmy Butler,CHI,6-8,232,65,17,20.7,38.7
6054,15-16,82,Jimmy Butler,CHI,6-8,232,67,15,18.3,36.9
6055,16-17,82,Jimmy Butler,CHI,6-8,232,76,6,7.3,37.0
6056,17-18,82,Jimmy Butler,MIN,6-8,232,59,23,28.0,36.7
6057,12-13,82,John Henson,MIL,6-11,219,63,19,23.2,13.1
6058,13-14,82,John Henson,MIL,6-11,219,70,12,14.6,26.5
6059,14-15,82,John Henson,MIL,6-11,219,67,15,18.3,18.3
6060,15-16,82,John Henson,MIL,6-11,219,57,25,30.5,16.8
6061,16-17,82,John Henson,MIL,6-11,219,58,24,29.3,19.4
6062,17-18,82,John Henson,MIL,6-11,219,76,6,7.3,25.9
6063,12-13,82,John Jenkins,ATL,6-4,215,61,21,25.6,14.8
6064,12-13,82,Jonas Valanciunas,TOR,7-0,265,62,20,24.4,23.9
6065,13-14,82,Jonas Valanciunas,TOR,7-0,265,81,1,1.2,28.2
6066,14-15,82,Jonas Valanciunas,TOR,7-0,265,80,2,2.4,26.2
6067,15-16,82,Jonas Valanciunas,TOR,7-0,265,60,22,26.8,25.9
6068,16-17,82,Jonas Valanciunas,TOR,7-0,265,80,2,2.4,25.8
6069,17-18,82,Jonas Valanciunas,TOR,7-0,265,77,5,6.1,22.4
6070,12-13,82,Kendall Marshall,PHX,6-4,200,48,34,41.5,14.6
6071,13-14,82,Kendall Marshall,LAL,6-4,200,54,28,34.1,29.0
6072,12-13,82,Kyle O'Quinn,ORL,6-10,250,57,25,30.5,11.2
6073,13-14,82,Kyle O'Quinn,ORL,6-10,250,69,13,15.9,17.2
6074,14-15,82,Kyle O'Quinn,ORL,6-10,250,51,31,37.8,16.2
6075,15-16,82,Kyle O'Quinn,NYK,6-10,250,65,17,20.7,11.8
6076,16-17,82,Kyle O'Quinn,NYK,6-10,250,79,3,3.7,15.6
6077,17-18,82,Kyle O'Quinn,NYK,6-10,250,77,5,6.1,18.0
6078,12-13,82,Kyle Singler,DET,6-8,228,82,0,0.0,28.0
6079,13-14,82,Kyle Singler,DET,6-8,228,82,0,0.0,28.5
6080,14-15,82,Kyle Singler,OKC,6-8,228,80,2,2.4,21.8
6081,15-16,82,Kyle Singler,OKC,6-8,228,68,14,17.1,14.4
6082,12-13,82,Marcus Morris,PHX,6-9,245,77,5,6.1,19.8
6083,13-14,82,Marcus Morris,PHX,6-9,245,82,0,0.0,21.9
6084,14-15,82,Marcus Morris,PHX,6-9,245,81,1,1.2,25.2
6085,15-16,82,Marcus Morris,DET,6-9,245,80,2,2.4,35.7
6086,16-17,82,Marcus Morris,DET,6-9,245,79,3,3.7,32.5
6087,17-18,82,Marcus Morris,BOS,6-9,245,54,28,34.1,26.8
6088,12-13,82,Maurice Harkless,ORL,6-9,220,76,6,7.3,26.0
6089,13-14,82,Maurice Harkless,ORL,6-9,220,80,2,2.4,24.4
6090,14-15,82,Maurice Harkless,ORL,6-9,220,45,37,45.1,15.0
6091,15-16,82,Maurice Harkless,POR,6-9,220,78,4,4.9,18.7
6092,16-17,82,Maurice Harkless,POR,6-9,220,77,5,6.1,28.9
6093,17-18,82,Maurice Harkless,POR,6-9,220,59,23,28.0,21.4
6094,12-13,82,Meyers Leonard,POR,7-1,185,69,13,15.9,17.5
6095,14-15,82,Meyers Leonard,POR,7-1,185,55,27,32.9,15.4
6096,15-16,82,Meyers Leonard,POR,7-1,185,61,21,25.6,21.8
6097,16-17,82,Meyers Leonard,POR,7-1,185,74,8,9.8,16.5
6098,12-13,82,Michael Kidd-Gilchrist,CHA,6-9,225,78,4,4.9,26.0
6099,13-14,82,Michael Kidd-Gilchrist,CHA,6-9,225,62,20,24.4,24.2
6100,14-15,82,Michael Kidd-Gilchrist,CHA,6-9,225,55,27,32.9,28.9
6101,16-17,82,Michael Kidd-Gilchrist,CHA,6-9,225,81,1,1.2,29.0
6102,17-18,82,Michael Kidd-Gilchrist,CHA,6-9,225,74,8,9.8,25.0
6103,12-13,82,Mirza Teletovic,BRK,6-9,242,53,29,35.4,9.4
6104,13-14,82,Mirza Teletovic,BRK,6-9,242,72,10,12.2,19.4
6105,14-15,82,Mirza Teletovic,BRK,6-9,242,40,42,51.2,22.3
6106,15-16,82,Mirza Teletovic,PHX,6-9,242,79,3,3.7,21.3
6107,16-17,82,Mirza Teletovic,MIL,6-9,242,70,12,14.6,16.2
6108,12-13,82,Nando De Colo,SAS,6-5,200,72,10,12.2,12.8
6109,13-14,82,Nando De Colo,TOR,6-5,200,47,35,42.7,10.5
6110,12-13,82,Orlando Johnson,IND,6-5,220,51,31,37.8,12.1
6111,12-13,82,P.J. Tucker,PHX,6-6,245,79,3,3.7,24.2
6112,13-14,82,P.J. Tucker,PHX,6-6,245,81,1,1.2,30.7
6113,14-15,82,P.J. Tucker,PHX,6-6,245,78,4,4.9,30.6
6114,15-16,82,P.J. Tucker,PHX,6-6,245,82,0,0.0,31.0
6115,16-17,82,P.J. Tucker,TOR,6-6,245,81,1,1.2,27.6
6116,17-18,82,P.J. Tucker,HOU,6-6,245,82,0,0.0,27.8
6117,12-13,82,Pablo Prigioni,NYK,6-3,185,78,4,4.9,16.2
6118,13-14,82,Pablo Prigioni,NYK,6-3,185,66,16,19.5,19.4
6119,14-15,82,Pablo Prigioni,HOU,6-3,185,67,15,18.3,17.9
6120,15-16,82,Pablo Prigioni,LAC,6-3,185,59,23,28.0,13.9
6121,12-13,82,Patrick Beverley,HOU,6-1,185,41,41,50.0,17.4
6122,13-14,82,Patrick Beverley,HOU,6-1,185,56,26,31.7,31.3
6123,14-15,82,Patrick Beverley,HOU,6-1,185,56,26,31.7,30.8
6124,15-16,82,Patrick Beverley,HOU,6-1,185,71,11,13.4,28.7
6125,16-17,82,Patrick Beverley,HOU,6-1,185,67,15,18.3,30.7
6126,12-13,82,Terrence Ross,TOR,6-7,206,73,9,11.0,17.0
6127,13-14,82,Terrence Ross,TOR,6-7,206,81,1,1.2,26.7
6128,14-15,82,Terrence Ross,TOR,6-7,206,82,0,0.0,25.5
6129,15-16,82,Terrence Ross,TOR,6-7,206,73,9,11.0,23.9
6130,16-17,82,Terrence Ross,ORL,6-7,206,78,4,4.9,25.1
6131,17-18,82,Terrence Ross,ORL,6-7,206,24,58,70.7,25.0
6132,12-13,82,Thomas Robinson,HOU,6-10,237,70,12,14.6,15.1
6133,13-14,82,Thomas Robinson,POR,6-10,237,70,12,14.6,12.5
6134,14-15,82,Thomas Robinson,PHI,6-10,237,54,28,34.1,14.8
6135,15-16,82,Thomas Robinson,BRK,6-10,237,71,11,13.4,12.9
6136,16-17,82,Thomas Robinson,LAL,6-10,237,48,34,41.5,11.7
6137,12-13,82,Tyler Zeller,CLE,7-0,253,77,5,6.1,26.4
6138,13-14,82,Tyler Zeller,CLE,7-0,253,70,12,14.6,15.0
6139,14-15,82,Tyler Zeller,BOS,7-0,253,82,0,0.0,21.1
6140,15-16,82,Tyler Zeller,BOS,7-0,253,60,22,26.8,11.8
6141,16-17,82,Tyler Zeller,BOS,7-0,253,51,31,37.8,10.3
6142,17-18,82,Tyler Zeller,MIL,7-0,253,66,16,19.5,16.8
6143,12-13,82,Victor Claver,POR,6-9,224,49,33,40.2,16.6
6144,12-13,82,Will Barton,POR,6-6,190,73,9,11.0,12.2
6145,14-15,82,Will Barton,DEN,6-6,190,58,24,29.3,17.0
6146,15-16,82,Will Barton,DEN,6-6,190,82,0,0.0,28.7
6147,16-17,82,Will Barton,DEN,6-6,190,60,22,26.8,28.4
6148,17-18,82,Will Barton,DEN,6-6,190,81,1,1.2,33.1
6149,13-14,82,Alexis Ajinca,NOP,7-2,248,56,26,31.7,17.0
6150,14-15,82,Alexis Ajinca,NOP,7-2,248,68,14,17.1,14.1
6151,15-16,82,Alexis Ajinca,NOP,7-2,248,59,23,28.0,14.6
6152,16-17,82,Alexis Ajinca,NOP,7-2,248,39,43,52.4,15.0
6153,13-14,82,Anthony Bennett,CLE,6-8,245,52,30,36.6,12.7
